Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,informal,swear,netspeak,assent,nonflu,filler
2151,1066866981654208514,290,"Luton, England",Helping young minds reach their potential! Retweets not endorsements. #LeadTheChange,2021-10-27 08:57:26,"It's #WellbeingWednesday and we want to ask - what do you know about #OCD?

Last week was #OCDAwarenessWeek, so let's educate ourselves on some facts! Saying ""I'm feeling so OCD."" is a common misconception that ends up being harmful. 1/2 https://t.co/kEhc1WZuOe","['WellbeingWednesday', 'OCD', 'OCDAwarenessWeek']",45,18.82,97.69,29.55,3.92,9.00,17.78,77.78,2.22,0.00,2.22,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,11.11,4.44,0.00,2.22,2.22,2.22,0.00,8.89,6.67,0.00,2.22,0.00,0.00,2.22,17.78,0.00,2.22,0.00,2.22,0.00,0.00,0.00
2152,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 08:55:01,Online Treatment for #OCD https://t.co/o6KL8ZUBUt,['OCD'],9,98.87,50.00,1.00,25.77,9.00,22.22,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
2153,3400263531,539,"Dronfield, England",Private Psychological Therapies for mental health problems in Dronfield,2021-10-27 08:40:51,"Joanna smashes it again!                  #anxiety #Chesterfield
#depression #Dronfield #Derbyshire #sheffield #OCD #GAD #SocialAnxiety #PrivateTherapy #phobia #psychotherapy #panic #PTSD #worry #HealthAnxiety #CBT #EMDR #Recovery #psychotherapist https://t.co/Fg2ZzCep0h","['anxiety', 'Chesterfield', 'depression', 'Dronfield', 'Derbyshire', 'sheffield', 'OCD']",29,84.23,50.00,1.00,1.00,14.50,48.28,41.38,17.24,0.00,17.24,13.79,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,3.45,0.00,0.00,0.00
2154,905776457502294017,1797,"Wallingford, England",Podcaster|Speaker|Trainer. Supporting teachers to use evidenced based psychology in all aspects of classroom practice. Trying to practice what I preach.,2021-10-27 07:30:17,"#OCD is a much misunderstood condition, #Psychologyintheclassroom spoke to @georginakrebs about her research and how #teachers can support students who struggle with OCD. Listen to episode 11 here: https://t.co/r8D3TSfloB https://t.co/1pEfkl2W7h","['OCD', 'Psychologyintheclassroom']",40,78.30,84.14,1.00,25.77,20.00,27.50,65.00,5.00,2.50,2.50,2.50,0.00,0.00,10.00,0.00,0.00,2.50,0.00,5.00,2.50,2.50,0.00,0.00,0.00,0.00,7.50,0.00,0.00,7.50,0.00,0.00,2.50,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
2155,1360096341536329729,6,"Bathinda, Punjab","A Practice of Ethical Psychiatry, A psychiatric Facility, And a Teaching Clinic For Every Individual. Who Wish To Seek Any Psychological Help...",2021-10-27 07:28:32,"🩺DR.Satish Thapar:🩺
🧐""The Psychological Effects of Stress ""🧐

📞 Call us at Consultant: 9814232345
🌏https://t.co/oUSW9zAqH2🌍
#Psychiatricissue #Addictionproblem #Headaches #Sleepproblem #Sexualproblem #OCD #psycology #psychiatrist #mentalhealth #psychology #psychiatry https://t.co/CEZNghHGtF",,33,97.28,88.71,1.00,1.59,33.00,48.48,48.48,3.03,0.00,3.03,3.03,0.00,0.00,9.09,0.00,0.00,0.00,0.00,3.03,3.03,3.03,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,6.06,0.00,0.00,0.00
2156,2894321270,307,,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",2021-10-27 07:00:04,"#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp...I guess we are brought up to Believe the Drs./PHDs/Pros know best for MH Matters but as EXPERIENCES Amount that presumption proves to be wrong given we have the Proper Education. https://t.co/USRy3S32fO","['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']",49,88.57,72.97,21.80,1.00,24.50,26.53,75.51,8.16,2.04,6.12,2.04,0.00,2.04,6.12,2.04,0.00,0.00,0.00,12.24,8.16,0.00,0.00,2.04,2.04,2.04,20.41,6.12,2.04,10.20,4.08,2.04,4.08,14.29,0.00,2.04,0.00,2.04,0.00,0.00,0.00
2157,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 06:50:00,"Online Therapist for OCD. See: https://t.co/37SDggbIH6
Contact me if you are looking for effective Online Mindfulness Therapy via Skype for overcoming OCD.#OCD #OCDrecovery #OCDawareness",,30,93.26,63.05,23.51,25.77,15.00,33.33,70.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,3.33,0.00,0.00,10.00,6.67,3.33,3.33,3.33,0.00,3.33,3.33,0.00,3.33,0.00,0.00,0.00,0.00,6.67,0.00,3.33,0.00,3.33,0.00,0.00,0.00
2158,186018397,11742,"Scotland, United Kingdom",,2021-10-27 06:45:07,"Fuck #OCD, anxiety and insomnia. Seriously. I can’t even get a fucking shower without it being a huge hassle. I haven’t slept at all through the night so I decide to go and get a shower and it has set my OCD off…arghhhhh can’t get a fucking break from my own mind 😩😢😡",['OCD'],53,55.91,1.00,93.70,1.00,13.25,15.09,92.45,11.32,0.00,11.32,1.89,7.55,0.00,0.00,0.00,0.00,0.00,0.00,11.32,1.89,0.00,0.00,0.00,1.89,7.55,7.55,0.00,0.00,1.89,5.66,0.00,1.89,18.87,0.00,5.66,5.66,0.00,0.00,0.00,0.00
2159,1363612613201002498,423,hogwarts,"Sex Worker
Smutlancer 
NSFW Sex Blogger
#Bipolar1 #borderline #OCD #recoveringaddict 
#bisexual #Author #AMA #poet #WritingCommunity",2021-10-27 06:12:22,"I haven't even seen what I look like in months. Not one mirror, not one picture, until today. #depression #anxietydisorder #OCD #BPD #bipolar #ADHD #PanicDisorder #mentallyill https://t.co/wDxRCTEGus",['depression'],31,54.54,1.00,90.96,1.00,10.33,22.58,70.97,6.45,0.00,6.45,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,3.23,9.68,0.00,3.23,0.00,3.23,0.00,0.00,0.00
2160,1385983441716535297,152,UK,"“People can lose their lives in libraries. They ought to be warned.”  Saul Bellow

You can find me over on A Thousand Suns where I talk about #books #poetry",2021-10-27 05:53:01,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/o7wm00RqY1 via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
2161,831517369268895744,180,,,2021-10-27 05:45:57,"https://t.co/Fdi0qMYoBG 
#photography #culture #bilbaobilbao2021   #Bilbao  #WednesdayWalk   #OCD #hive #originalcontent  
#city  #hive $hive #VIZCAYA    #hiveworks #hiveblogshare #hivetrending","['photography', 'culture', 'bilbaobilbao2021', 'Bilbao', 'WednesdayWalk', 'OCD', 'hive']",20,93.26,69.14,3.37,25.77,20.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
2162,945927333189316608,115,India,"My travels, my passions, my varied interests, my memories and those of others, all find their way into the #Stories.  #Podcast #SliceOfLifeStories #Lifestories",2021-10-27 05:27:35,🎧#TheShadowOfTheGirl #Podcast will be out on Friday 29 Oct 2021 #Work #HomeHelp #OCD #EveryStepMatters #Loyalty #Oddball #StateOfShock #Shopping #Masterchef #RedCarpet #DreamComeTrue #Google #YouTube #SunnyYellowCar #MoneyGrabber #Backlash #FairExchange #HappinessIsTheGoalOfLife https://t.co/G8BXJXYM4B,"['TheShadowOfTheGirl', 'Podcast', 'Work', 'HomeHelp', 'OCD', 'EveryStepMatters', 'Loyalty']",33,93.26,50.00,2.40,80.64,33.00,54.55,42.42,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,3.03,0.00,0.00,0.00
2163,1113456354222661633,1381,"Texas, USA","#Gamer 🎮 #Streamer. #TwitchAffiliate 📺All Things @Bethesda: (@ElderScrolls, @Fallout) and RPG",2021-10-27 04:52:50,"My OCD is obnoxious. I HATE that to play Dragon Age Inquisition, i have to replay Origins and 2 first. I physically can't just skip them and go back to Inquisition 🤬😤

#OCD #DragonAge #DragonAgeInquisition #DragonAgeOrigins 
#DragonAge2 #GamingLife #MentalHealth",,38,35.06,9.43,67.26,2.51,12.67,28.95,68.42,7.89,2.63,5.26,0.00,5.26,0.00,2.63,0.00,0.00,0.00,0.00,5.26,0.00,2.63,0.00,0.00,0.00,2.63,5.26,0.00,2.63,2.63,0.00,0.00,0.00,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2164,1427274772518408201,2,"London, England",,2021-10-27 04:35:57,"Need of approval predicts #OCD diagnosis
https://t.co/nalzqb6XYW
#WednesdayMorning #bipolardisorder #anxietyrelief #autism #ADHD #COVID19 #childpsychiatry #anxietydisorder #Anxiety #cyberpsychology #geriatrics https://t.co/Ga4xIsCSDv","['OCD', 'WednesdayMorning', 'bipolardisorder', 'anxietyrelief']",27,96.08,50.00,1.00,25.77,27.00,51.85,37.04,7.41,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,3.70,3.70,7.41,0.00,7.41,0.00,0.00,0.00
2165,1976141797,909,United States,"R&D/Retried Comfy place @privategates 
You spend more time on social media than you realize due to harmonical happiness caused by chemicals of conscious mind✝♐",2021-10-27 04:25:06,"""According to the World Health Organization, anxiety disorders, like OCD, are more prevalent in developed countries than in developing countries.""
#psychology101 #OCD 
#anxietydisorders #Quote https://t.co/rPKtMLpnKz",,29,99.00,36.51,47.93,1.00,14.50,41.38,68.97,3.45,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,3.45,0.00,0.00,0.00
2166,1212476668968763392,30,,jesusmedit animator Gif,2021-10-27 03:59:11,"MY INKTOBER DAY  art ICE IGLOO+ Gif Animation. https://t.co/H5bph0qmmw 
#Poshmark #posh #hivemind #hiveworks #HiveBlogShare #OCD","['Poshmark', 'posh', 'hivemind', 'hiveworks', 'HiveBlogShare', 'OCD']",19,86.88,29.92,4.05,25.77,9.50,36.84,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00
2167,1330201483804028929,11,T. Island,"Parent, writer, student, gamer. Known as Tim in the Deep Silver Twitch Community.

https://t.co/r1FHgvWJdt",2021-10-27 03:08:26,"I complete more games off stream than on stream.

#OCD gets me replaying games compulsively and I obsess over doing better than the last gameplay.

So, if VODs disappear off my channel, it's because deletion brings me relief at times.

#SmallStreamerCommunity #smallstreamers",['OCD'],42,74.10,11.70,99.00,70.57,10.50,23.81,80.95,7.14,4.76,2.38,2.38,0.00,0.00,7.14,0.00,0.00,0.00,0.00,11.90,0.00,2.38,2.38,2.38,2.38,7.14,14.29,7.14,2.38,2.38,4.76,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2168,1396244940062138371,1365,United States,Exposing the Debilitating Truths behind Real Life #OCD | Living with an Invisible Illness | OCD ≠ Tidy | Sharing my #OCD and #ERP Experience,2021-10-27 02:38:38,"Eventually, we realize that there is absolutely nothing in life that we can control. No matter how hard we try. 

For someone with #OCD, learning that is crucial. Compulsions may make you believe you have control over your fears, when in reality they just have control over you.",,48,3.80,99.00,35.37,4.56,12.00,27.08,91.67,2.08,0.00,2.08,2.08,0.00,0.00,18.75,0.00,0.00,0.00,0.00,27.08,6.25,10.42,0.00,6.25,4.17,0.00,18.75,6.25,2.08,10.42,0.00,0.00,0.00,18.75,4.17,2.08,0.00,0.00,2.08,0.00,0.00
2169,258827740,17,"Tallahassee, Florida","26. FSU Graduate, B.A. in Literature.",2021-10-27 02:14:02,One of the hardest things about going through a bad mental health period is how alone it makes you feel. It just kind of shrinks the world around you and makes you feel isolated in your head. #OCD #mentalillness,,38,64.39,98.19,33.36,1.00,12.67,15.79,94.74,7.89,0.00,7.89,0.00,0.00,5.26,10.53,0.00,0.00,0.00,0.00,15.79,5.26,7.89,0.00,2.63,0.00,0.00,2.63,0.00,0.00,0.00,0.00,2.63,0.00,13.16,2.63,0.00,0.00,0.00,0.00,0.00,0.00
2170,35139736,361,"vienna, va",Knife Making & teaching on Youtube is my passion(I was born into music). I learned from Youtube & now I make videos(Dave Evader Knives). Take it easy!!!,2021-10-27 02:01:56,"#thewait #shoes too. #camerasetup #ocd #intothefire #heattreat day #heattreating #knives #52100steel #w2 #hamon #knifemaking #knifemaker #evaderknives https://t.co/lnw3HXhjqJ","['thewait', 'shoes', 'camerasetup', 'ocd', 'intothefire', 'heattreat', 'heattreating', 'knives', '52100steel', 'w2', 'hamon']",21,87.62,50.00,2.82,25.77,10.50,47.62,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00
2171,1349846064640249856,5,,,2021-10-27 01:28:07,"Vegan Pizza 🍕 | Journey Life

https://t.co/AALfBKQ3cd

#vegan #plantbased #foodie #ocd #threespeak #curie #lotus #posh #neoxian #mih #cervantes","['vegan', 'plantbased', 'foodie', 'ocd', 'threespeak', 'curie', 'lotus']",20,93.26,50.00,1.00,25.77,20.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
2172,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 01:15:01,Online Counseling for #OCD https://t.co/i1eTlEdzyn,['OCD'],9,98.87,86.68,1.00,25.77,9.00,22.22,44.44,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
2173,137310862,384,"Ohio / Walt Disney World ",you are the key to unlocking your own magic,2021-10-27 00:58:17,I am so frustrated. I just want to stop washing my hands. I want to lay in bed and not have to get up 10 times to go wash my hands. I want to be normal. #OCD sucks. #obsessivecompulsivedisorder,,39,58.48,1.07,63.54,1.00,6.50,7.69,97.44,7.69,0.00,7.69,2.56,5.13,0.00,0.00,0.00,0.00,0.00,0.00,10.26,0.00,0.00,7.69,0.00,0.00,2.56,7.69,0.00,0.00,2.56,2.56,2.56,0.00,28.21,0.00,2.56,2.56,0.00,0.00,0.00,0.00
2174,1451243876187099142,0,,,2021-10-27 00:44:21,The way I handled things is I made a deal inside that I would only pay closer attention to license plates that had actual words spelled out on them and that did work very well over time.  It took some time but don't think it won't work.  #OCD,,48,18.82,14.87,84.47,65.25,16.00,8.33,85.42,2.08,2.08,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,12.50,4.17,2.08,2.08,2.08,0.00,2.08,8.33,0.00,4.17,2.08,2.08,0.00,8.33,10.42,2.08,2.08,0.00,0.00,0.00,2.08,0.00
2175,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 00:20:01,Online Therapist for the treatment of #OCD. Contact me if you are looking for effective Online Mindfulness Therapy via Skype for overcoming OCD. See:  https://t.co/37SDggbIH6  #OCDrecovery #OCDawareness #anxiety #mindfulness #depression,['OCD'],35,97.14,61.26,26.00,1.00,35.00,40.00,71.43,5.71,0.00,5.71,2.86,0.00,2.86,5.71,0.00,2.86,0.00,0.00,11.43,8.57,2.86,2.86,2.86,0.00,2.86,2.86,0.00,2.86,0.00,0.00,0.00,0.00,5.71,0.00,2.86,0.00,2.86,0.00,0.00,0.00
2176,268568156,4882,"Calgary, AB",Advocate🌱Author🌱Editor🌱Educator🌱Pundit🌱Patient🌱 Grower🌱Geek🌱WordSlinger🌱Lover🌱Fighter🌱Friend🌱Mama🌱 #Cannabis #NP4P #HarmReduction She/Her/Mamakind,2021-10-27 00:08:39,"Went out 2 check on the girls; ended up spending 3hrs trimming in the Sun &amp; chilly air. #OCD FTW!

…forgot about the whole #AutoimmuneDisease thing, so now #Lupus &amp; #Sjögrens &amp; their lackeys #Arthritis &amp; #Raynauds are taking turns slapping me on the peepee😖

#Cannabis #GYO #YYC https://t.co/p0WAvihJwG",['OCD'],53,96.12,57.49,60.79,25.77,17.67,18.87,58.49,0.00,0.00,0.00,0.00,0.00,0.00,3.77,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77,0.00,0.00,1.89,1.89,0.00,5.66,5.66,0.00,3.77,0.00,3.77,0.00,0.00,0.00
2177,1284971789609693184,10,,Devil’s advocate of society.,2021-10-27 00:01:14,"Jerome!! I need 460 Beets diamond of the same size!! 
“ yes Chef !!!” 😆😂 #OCD https://t.co/IdEuJ51Q72",['OCD'],18,97.07,28.91,1.00,25.77,4.50,11.11,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,11.11,0.00,5.56,5.56,0.00,0.00
2178,1202329250289700864,298,"Irvine, CA Chatham, NJ ","We teach the mind to think, the hands to work, and the heart to love!

Child and Adolescent Mental Health - Southern CA and NJ Children's Counseling Center",2021-10-26 23:50:34,"Here's a tip from our therapists!

#childtherapy #childcounseling #teentherapy #teencounseling #childpsychology #childpsychiatry #therapy #mentalhealth #therapisttip #IOP #ABA #CBT #DBT #ADHD #OCD #ODD #autism #autismsupport #parenting #socialskills #copingskills #mindfulness https://t.co/5ZDhp96Pve","['childtherapy', 'childcounseling', 'teentherapy', 'teencounseling', 'childpsychology']",34,93.26,81.12,1.00,25.77,17.00,44.12,38.24,0.00,0.00,0.00,0.00,0.00,0.00,5.88,2.94,0.00,0.00,0.00,5.88,2.94,0.00,2.94,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,2.94,0.00,0.00,0.00
2179,1212353165401542656,13,"Vindeln, Sverige",I Am.,2021-10-26 23:48:00,When you're having a really strong OCD attack... #OCD #HOCD https://t.co/nSh8D7bfcE,"['OCD', 'HOCD']",15,18.82,74.76,10.08,25.77,7.50,6.67,66.67,13.33,6.67,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,13.33,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00
2180,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:45:01,Suffering from Obsessive thinking around your health? I recommend Online Mindfulness Therapy via Skype for Health Anxiety and Hypochondria. Visit: https://t.co/a34MmnaE1i #OCD #anxiety #panicattacks #OnlineTherapistForOCD #intrusivethoughts,,30,93.26,84.14,65.14,1.00,10.00,43.33,73.33,16.67,0.00,16.67,13.33,0.00,3.33,10.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00
2181,2795133001,20138,SYDNEY,"aixtc | born to the street | lost to the system | re-found by hope 
                                                     vote blue",2021-10-26 23:33:51,"Check out ""Catrina"" by aixtc | race2win - https://t.co/j1SvvwYX6G  #PTSD #OCD #WW2 #WritingCommunity  #indiebookclub  #отели #ONEV1 #wtpBLUE @joncoopertweets @funder @DearAuntCrabby @devincow @girlsreallyrule @BMeiselas @glennkirschner2 @DoYouEvenLif @electroboyusa @Kim #ff","['PTSD', 'OCD', 'WW2', 'WritingCommunity']",30,97.53,63.05,1.00,25.77,30.00,46.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00
2182,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:25:01,Online Therapy for #OCD via Skype. Learn how to manage your thoughts through Mindfulness Therapy. https://t.co/TF5BoVDGzY #OCDrecovery #IntrusiveThoughts,['OCD'],22,96.54,81.84,61.34,25.77,11.00,36.36,68.18,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,18.18,13.64,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00
2183,113507875,3419,"Shouts from the Abyss, #PDX OR",Guru of Negativity. Demotivational evangelist. Hatched—Bitched—Dispatched. Gum on bottom of universe's shoe. #Mars volunteer. Feminist. Raw elk fan. #Resist,2021-10-26 22:53:45,"Some bullet points end with no punctuation, some have periods. #technology #OCD","['technology', 'OCD']",12,81.63,20.24,23.51,25.77,6.00,25.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2184,3131112573,79,"Florida, USA",Harmony United Psychiatric Care-Serving Florida with #MentalHealth Clinics & Online #Psychiatry.,2021-10-26 22:30:05,"Good #mentalhealth is more than just the absence of mental illness.
For Appointments Call (352)431-3940 or Email info@hupcfl.com or visit https://t.co/E0tfq9WCZS.
#harmonyunitedpsychiatriccare #florida #ocd  #anxiety #depression https://t.co/JuEyFwPnp2",['mentalhealth'],39,93.26,50.00,8.65,25.77,13.00,25.64,56.41,10.26,5.13,5.13,2.56,0.00,2.56,7.69,0.00,0.00,0.00,0.00,10.26,2.56,0.00,0.00,5.13,0.00,7.69,2.56,0.00,0.00,0.00,2.56,0.00,0.00,2.56,0.00,5.13,0.00,5.13,0.00,0.00,0.00
